order_id,order_date,product_id,category,region,quantity,revenue
100781,2024-09-15,P01,electronics, West ,2,49.98
102293,17 Nov 2024,P01,ELECTRONICS,East,6,$149.94
100327,11/02/2024,P02,electronics,South,3,28.50
100952,03 Oct 2024,P06,HOME,North,3,$24.90
103809,30/11/2024,P03,STATIONERY ,North,7,29.40
100911,28 May 2024,P04,HOME,North,2,64.00
100127,25 Feb 2024,P03,stationery,East,2,$8.40
100043,2024-02-28,P04,home,North,7,224.00
104571,05-04-2024,P03,STATIONERY,South,2,$8.40
102896,30/10/2024,P05,home,South,3,$44.25
103267,09-30-2024,P08,stationery,South,5,$32.00
103853,16/04/2024,P03,stationery,South,2,$8.40
104767,2024-05-09,P08,STATIONERY,North,2,12.80
103004,2024-11-07,P07,electronics,West,6,474.00
101703,2024-03-14,P02,electronics,North,3,28.50
102138,27/07/2024,P05,HOME,North,6,88.50
102164,2024-02-04,P02,electronics,South,2,$19.00
100470,06 May 2024,P06,home,South,5,$41.50
101911,11 Mar 2024,P02,ELECTRONICS ,North,7,$66.50
104713,2024-03-05,P06,home,South,7,58.10
100452,2024-06-14,P06,home,West,6,$49.80
101552,2024-12-20,P02,electronics,North,2,$19.00
100853,2024-06-20,P06,home,East,6,49.80
103502,2024-07-14,P04,home,East,4,128.00
104608,01/01/2024,P01,electronics,South,5,124.95
102628,18 Oct 2024,P07,ELECTRONICS,North,1,$79.00
100062,05-18-2024,P04,HOME, South ,4,$128.00
100057,08-17-2024,P04,home,East,4,128.00
104238,2024-03-24,P08,STATIONERY,East,7,44.80
103691,10 May 2024,P07,ELECTRONICS,North,6,474.00
100594,10-16-2024,P03,stationery,East,1,4.20
100597,10 Oct 2024,P02,electronics,South,2,$19.00
100958,02-10-2024,P06,home,North,7,58.10
100849,06/01/2024,P04,home,East,4,$128.00
102863,01/02/2024,P06,HOME,South,6,49.80
100875,08-18-2024,P02,electronics ,North,4,$38.00
103133,27 Jun 2024,P08,stationery,West,6,$38.40
102696,2024-04-07,P01,electronics,South,7,174.93
102544,2024-06-27,P05,home,West,3,$44.25
102176,10-07-2024,P02,ELECTRONICS,South,1,9.50
104519,10 Mar 2024,P01,electronics,West,3,74.97
102670,24/08/2024,P08,STATIONERY,South,4,25.60
102267,08-17-2024,P07,electronics,North,2,$158.00
102674,2024-04-25,P01,ELECTRONICS,East,-2,49.98
103968,02-21-2024,P02,ELECTRONICS, South ,7,66.50
103900,06-03-2024,P04,home,South,-4,128.00
101606,15 May 2024,P03,stationery,East,4,$16.80
103305,25 Jan 2024,P06,HOME,North,4,
103149,02-21-2024,P08,stationery,South,1,$6.40
100477,24/07/2024,P03,stationery,East,4,$16.80
103484,02-13-2024,P08,stationery, West ,2,$12.80
103979,11 Dec 2024,P01,electronics,East,6,$149.94
102161,2024-12-12,P01,electronics,North,3,74.97
103828,28/04/2024,P04,HOME,North,1,32.00
103675,2024-03-31,P06,home,West,4,33.20
104339,16/12/2024,P03,stationery,East,3,12.60
104050,2024-10-23,P07,ELECTRONICS,East,3,$237.00
102247,07-31-2024,P02,electronics,South,7,$66.50
104140,06/03/2024,P01,electronics,West,4,99.96
104141,09-11-2024,P08,stationery,North,3,$19.20
103359,29 Aug 2024,P04,home,South,6,192.00
102408,29/06/2024,P06,home,South,7,$58.10
101406,01-27-2024,P07,electronics,West,6,474.00
102931,03 May 2024,P08,stationery,North,6,38.40
103944,23/05/2024,P05,HOME,,5,$73.75
103403,2024-09-14,P02,electronics,North,3,$28.50
100611,2024-06-11,P01,electronics, North ,5,124.95
100159,2024-02-23,P08,stationery,West,3,$19.20
100926,2024-01-23,P04,home,South,5,$160.00
102213,01-31-2024,P06,HOME, South ,7,58.10
103265,27/08/2024,P08,stationery,West,5,$32.00
104000,24/07/2024,P01,ELECTRONICS, West ,4,99.96
103201,04/10/2024,P05,HOME,South,7,103.25
100707,02 Jul 2024,P01,electronics,South,3,74.97
104703,23 Nov 2024,P07,electronics,South,1,$79.00
102011,2024-07-08,P03,stationery,South,7,$29.40
101693,2024-08-03,P01,ELECTRONICS,West,3,$74.97
100764,03/05/2024,P08,STATIONERY,North,6,38.40
103007,06/03/2024,P02,ELECTRONICS, North ,2,19.00
103376,09-11-2024,P01,ELECTRONICS,North,1,24.99
103236,26 Jun 2024,P03,stationery,East,5,$21.00
101284,12-08-2024,P02,electronics ,East,6,57.00
101625,12-09-2024,P03,stationery,East,6,$25.20
101764,04/12/2024,P03,stationery,West,6,$25.20
101254,07 Jul 2024,P08,stationery,North,5,32.00
101638,15/02/2024,P07,electronics, South ,2,158.00
103904,15/02/2024,P03,STATIONERY,East,6,25.20
100755,07-03-2024,P03,stationery,West,3,$12.60
103833,26 Sep 2024,P04,home,West,1,32.00
100520,03-01-2024,P02,electronics,West,6,$57.00
104051,05-10-2024,P03,stationery ,North,3,12.60
103091,2024-04-27,P02,electronics,East,1,$9.50
100142,06 Jan 2024,P02,electronics,North,1,9.50
100155,25/11/2024,P06,home,West,2,16.60
101286,14/03/2024,P04,HOME,North,5,160.00
100643,2024-02-24,P02,electronics,East,7,66.50
104960,18/09/2024,P03,STATIONERY,West,5,21.00
100488,08-05-2024,P06,home,West,2,$16.60
101884,02 Dec 2024,P08,stationery,South,2,12.80
102069,02-19-2024,P02,ELECTRONICS,East,5,47.50
102841,14 May 2024,P03,stationery, South ,3,12.60
101185,12-13-2024,P04,HOME,North,7,$224.00
104535,08 Nov 2024,P02,electronics,West,3,$28.50
103283,17 Jun 2024,P07,ELECTRONICS,East,2,158.00
100656,2024-02-09,P01,electronics,North,3,74.97
101301,17/09/2024,P08,STATIONERY,East,4,$25.60
101945,16/12/2024,P01,electronics ,West,6,$149.94
103218,14/02/2024,P05,HOME,South,3,44.25
103109,2024-07-16,P04,home,East,1,32.00
103559,12 Nov 2024,P01,electronics,West,3,74.97
100808,04-11-2024,P05,home,East,6,88.50
100384,03-30-2024,P04,home,North,3,96.00
100371,2024-01-18,P08,stationery, East ,3,$19.20
100529,17/02/2024,P05,HOME,South,1,14.75
103113,09 Nov 2024,P01,ELECTRONICS,South,2,49.98
101736,24 Feb 2024,P03,stationery,West,2,8.40
102602,15 Oct 2024,P04,HOME,South,7,224.00
103830,12-27-2024,P08,stationery,East,2,$12.80
103848,01 Aug 2024,P05,home ,North,5,$73.75
100392,2024-02-02,P04,home,West,5,160.00
100804,2024-08-04,P02,ELECTRONICS,South,7,66.50
101664,01 Jul 2024,P08,STATIONERY,East,7,$44.80
103747,04-08-2024,P07,electronics,East,7,553.00
100763,25/04/2024,P04,home,,4,128.00
100005,2024-10-10,P03,stationery,,7,29.40
104815,2024-12-15,P06,home,East,2,$16.60
102235,08-04-2024,P03,STATIONERY,West,7,$29.40
104377,2024-09-13,P08,stationery,North,5,32.00
103436,09-12-2024,P02,ELECTRONICS,East,4,38.00
102771,2024-04-20,P04,HOME,West,5,$160.00
104168,2024-01-12,P02,electronics,East,1,9.50
103227,08-13-2024,P03,stationery,North,4,16.80
104576,25/01/2024,P01,electronics,South,5,$124.95
104376,2024-01-13,P02,electronics,South,6,$57.00
100466,19/06/2024,P06,home, North ,1,$8.30
101293,09-11-2024,P01,ELECTRONICS,North,2,$49.98
104701,12-04-2024,P08,stationery,West,1,$6.40
101908,06 Jun 2024,P08,STATIONERY,East,4,$25.60
100995,24 Apr 2024,P07,ELECTRONICS,South,3,237.00
103104,23/06/2024,P07,electronics,South,6,474.00
103607,04-21-2024,P05,home,West,5,$73.75
101744,2024-07-04,P02,electronics,South,5,47.50
101439,2024-07-23,P06,HOME,West,3,24.90
104224,12 Jul 2024,P07,electronics,South,5,395.00
101451,2024-03-04,P03,stationery,East,5,21.00
104568,10-30-2024,P06,HOME,West,7,$58.10
104864,04-17-2024,P03,stationery,East,4,$16.80
103345,20/01/2024,P01,electronics,East,1,24.99
101864,12 Nov 2024,P06,home,East,3,24.90
102384,16/05/2024,P03,STATIONERY,East,1,$4.20
100370,2024-04-18,P07,ELECTRONICS,South,7,553.00
101127,2024-02-29,P05,HOME,East,5,$73.75
103017,06 Sep 2024,P01,electronics,North,5,$124.95
100282,2024-07-29,P01,electronics,,4,$99.96
103132,10-21-2024,P05,HOME,North,4,59.00
102450,11/01/2024,P04,home,East,3,$96.00
100337,2024-04-21,P05,home,,6,88.50
103584,30/06/2024,P05,home,West,2,$29.50
101479,21 Feb 2024,P05,HOME,West,5,73.75
103520,01/04/2024,P04,HOME,East,6,$192.00
101848,2024-09-19,P07,ELECTRONICS, East ,3,$237.00
103190,2024-02-02,P01,electronics, West ,2,$49.98
102693,2024-03-21,P03,stationery,North,7,29.40
102721,26/04/2024,P05,home,West,1,14.75
101028,2024-08-05,P02,ELECTRONICS,South,5,47.50
100133,05-26-2024,P06,home,East,5,$41.50
101133,03-08-2024,P06,HOME,North,7,$58.10
100585,2024-10-18,P04,home,South,2,64.00
101777,2024-08-19,P01,ELECTRONICS,West,6,149.94
103816,08-01-2024,P06,home,East,2,16.60
103883,10 Oct 2024,P01,electronics,,4,$99.96
103225,17/05/2024,P06,home,South,2,16.60
101558,2024-09-05,P03,STATIONERY,East,1,4.20
100111,24 Feb 2024,P02,electronics,East,7,$66.50
102361,06-30-2024,P01,electronics,East,2,49.98
100160,24 Jul 2024,P02,electronics,West,2,$19.00
103019,13 Jan 2024,P02,electronics, East ,2,19.00
100236,11-05-2024,P07,electronics,West,1,$79.00
100820,06-17-2024,P07,ELECTRONICS,East,5,$395.00
102206,04-05-2024,P02,electronics,South,1,9.50
101817,01-25-2024,P03,stationery,South,7,29.40
101656,02 Jul 2024,P05,home,North,2,29.50
102556,04/02/2024,P06,home,West,2,$16.60
104121,11 Feb 2024,P02,ELECTRONICS,South,7,$66.50
102624,03 Aug 2024,P02,electronics,West,1,$9.50
104152,2024-10-20,P07,ELECTRONICS,North,1,$79.00
101446,09/08/2024,P05,HOME, West ,3,$44.25
101277,14 Jun 2024,P06,home,South,1,8.30
101067,08 Oct 2024,P07,electronics,South,4,316.00
104992,04 Jul 2024,P06,home,East,6,49.80
101463,20/06/2024,P01,ELECTRONICS,West,4,$99.96
101012,2024-10-27,P05,home,West,1,$14.75
102601,2024-04-29,P06,home,North,7,58.10
102987,17/04/2024,P08,stationery,North,3,$19.20
102853,20 Mar 2024,P02,ELECTRONICS,South,4,$38.00
102517,19/09/2024,P06,home,North,4,$33.20
102040,17 Dec 2024,P08,STATIONERY,West,3,$19.20
100272,03-14-2024,P05,home,North,4,59.00
103396,2024-03-11,P02,electronics,West,5,$47.50
104507,22/11/2024,P05,home,South,2,$29.50
101155,07/08/2024,P05,home,North,4,59.00
100696,2024-08-28,P02,electronics,South,2,19.00
103476,2024-05-09,P03,stationery,,4,$16.80
100071,2024-03-14,P02,electronics, East ,5,$47.50
102829,09-02-2024,P06,HOME,North,7,58.10
103991,19/05/2024,P07,electronics,North,6,
103312,13 May 2024,P01,electronics, East ,7,174.93
102216,10/05/2024,P01,electronics ,South,5,124.95
104575,2024-02-04,P05,HOME,North,1,14.75
100044,08 Nov 2024,P04,home,West,3,96.00
101347,18/11/2024,P01,ELECTRONICS,South,7,$174.93
100102,22/08/2024,P03,stationery,South,1,$4.20
100101,11/05/2024,P03,stationery,West,5,$21.00
104813,2024-08-05,P01,electronics,North,3,$74.97
103754,04-27-2024,P03,stationery,North,4,16.80
100460,2024-05-12,P08,stationery, East ,6,$38.40
100090,16 Jan 2024,P02,electronics,West,3,$28.50
104120,26/07/2024,P03,stationery,South,5,21.00
101778,03-15-2024,P03,stationery,South,3,12.60
101650,16/05/2024,P03,stationery ,West,6,25.20
103953,10-18-2024,P05,HOME,East,6,88.50
104710,25 Sep 2024,P08,stationery,North,1,6.40
100556,2024-01-26,P01,ELECTRONICS,West,1,24.99
101716,23/06/2024,P04,home,South,6,$192.00
100642,16 Feb 2024,P03,stationery,West,4,$16.80
102363,31 Mar 2024,P08,stationery,South,3,19.20
100112,2024-05-19,P01,electronics,East,2,$49.98
101927,2024-04-02,P08,stationery,South,4,25.60
100458,2024-09-07,P02,electronics,East,7,$66.50
103428,03-06-2024,P03,stationery,North,5,
101599,04 Sep 2024,P03,stationery,North,3,12.60
102676,12-16-2024,P05,HOME,South,2,29.50
101189,2024-05-02,P04,home,West,3,96.00
103635,30/07/2024,P06,HOME, West ,2,$16.60
100584,21/01/2024,P06,HOME,East,2,$16.60
104588,02-03-2024,P02,electronics,South,4,$38.00
104468,2024-07-26,P04,home,East,2,$64.00
101031,11 Jun 2024,P03,stationery ,South,4,16.80
101553,06-08-2024,P03,stationery,South,1,4.20
102953,15/06/2024,P05,home, East ,7,103.25
100242,12/11/2024,P06,HOME, North ,7,58.10
103272,2024-02-01,P01,electronics,North,7,174.93
100312,2024-04-18,P04,home,North,1,$32.00
101643,23/01/2024,P03,stationery,East,1,4.20
104459,2024-06-25,P03,STATIONERY,South,2,$8.40
100737,2024-11-14,P04,HOME,South,3,$96.00
102295,08-06-2024,P05,home,West,4,$59.00
102039,16/03/2024,P05,home,North,1,14.75
101609,2024-10-12,P03,stationery,West,1,$4.20
104784,2024-06-20,P01,ELECTRONICS,South,5,
101572,28/02/2024,P02,electronics,North,4,$38.00
101752,02/08/2024,P07,electronics,East,4,316.00
102509,12-08-2024,P02,ELECTRONICS,South,1,9.50
104016,2024-09-21,P07,electronics,South,7,$553.00
100732,2024-12-29,P08,stationery,West,7,44.80
103701,05-20-2024,P07,electronics,South,3,$237.00
103980,08-29-2024,P08,stationery, South ,1,$6.40
102083,2024-03-18,P03,STATIONERY,North,4,$16.80
103315,07 Jul 2024,P03,stationery,North,4,$16.80
102188,02/12/2024,P03,stationery,East,1,4.20
104115,11-10-2024,P01,electronics,West,5,$124.95
101324,2024-03-08,P04,home, East ,2,$64.00
103191,2024-11-08,P01,electronics,North,5,124.95
102608,2024-04-11,P01,ELECTRONICS,West,5,124.95
102797,10 Mar 2024,P02,ELECTRONICS,North,7,$66.50
100920,03/06/2024,P06,HOME,North,2,$16.60
103626,01-14-2024,P08,stationery ,South,1,6.40
103866,09-04-2024,P05,HOME,South,2,$29.50
104514,2024-01-22,P02,electronics,West,5,$47.50
104254,2024-02-25,P08,stationery,North,3,19.20
104142,2024-12-17,P05,home,North,6,88.50
100323,11-30-2024,P04,HOME,South,3,$96.00
103842,25/06/2024,P02,electronics,East,4,$38.00
103288,2024-12-24,P04,HOME,South,4,128.00
103379,02 Nov 2024,P05,home,West,5,73.75
102643,2024-05-12,P05,home,South,7,103.25
104258,11 Jul 2024,P07,electronics,East,1,$79.00
103277,2024-01-14,P02,ELECTRONICS,West,3,28.50
100953,04 Sep 2024,P06,home,East,6,49.80
100851,15/12/2024,P06,home,South,1,$8.30
103062,21 Mar 2024,P02,electronics,North,5,$47.50
101894,07/09/2024,P08,STATIONERY,West,3,19.20
101160,07/02/2024,P07,ELECTRONICS,North,3,$237.00
102398,01-28-2024,P07,electronics,East,1,$79.00
101978,07-13-2024,P01,ELECTRONICS, North ,6,149.94
102433,10/11/2024,P08,stationery,East,5,32.00
104738,09 Jul 2024,P07,ELECTRONICS ,East,4,316.00
102978,21 Jan 2024,P08,stationery,South,1,$6.40
103030,2024-11-11,P08,STATIONERY,East,4,$25.60
100504,04-18-2024,P07,electronics,West,3,$237.00
100209,14 Nov 2024,P06,home,North,5,41.50
101454,07 Mar 2024,P07,electronics,South,2,$158.00
103331,2024-06-14,P08,STATIONERY, South ,5,$32.00
103054,2024-02-19,P08,stationery,South,3,$19.20
100713,11-10-2024,P03,stationery,North,6,$25.20
104429,02 Mar 2024,P01,electronics,West,5,$124.95
103528,14/05/2024,P01,ELECTRONICS,North,3,$74.97
104647,08 Jan 2024,P04,home , East ,7,224.00
104614,04-04-2024,P07,electronics,South,7,553.00
102692,02 Nov 2024,P01,ELECTRONICS, South ,6,149.94
100293,2024-01-26,P07,ELECTRONICS,South,1,$79.00
103479,15/03/2024,P01,electronics,East,4,$99.96
100969,08 May 2024,P07,electronics,North,7,$553.00
101354,03 Nov 2024,P01,electronics,North,3,74.97
104812,12-01-2024,P05,home,West,1,14.75
102803,26 Mar 2024,P01,ELECTRONICS,West,7,174.93
101691,08-10-2024,P08,stationery,South,7,$44.80
101041,05-17-2024,P07,electronics,North,3,$237.00
104106,16 Feb 2024,P02,ELECTRONICS,North,6,$57.00
101187,2024-08-09,P01,ELECTRONICS,East,2,$49.98
103605,10 Sep 2024,P04,home,South,7,224.00
103196,09/07/2024,P03,stationery,South,6,25.20
102805,2024-10-19,P06,home,South,5,41.50
100261,12-12-2024,P01,electronics ,East,3,74.97
103453,24/04/2024,P02,electronics,West,3,28.50
100650,03 Apr 2024,P02,electronics,West,5,47.50
100617,13 Jan 2024,P01,ELECTRONICS,North,6,$149.94
102991,08 Oct 2024,P06,home,North,2,16.60
101136,02-23-2024,P08,stationery,East,2,12.80
102055,22 Apr 2024,P06,home,South,3,24.90
103812,11-01-2024,P03,stationery,North,6,25.20
102451,09 Jul 2024,P04,HOME,West,2,64.00
100729,17/08/2024,P03,stationery,North,2,$8.40
100998,28/01/2024,P04,home, South ,1,$32.00
102463,29 Apr 2024,P06,HOME ,North,1,$8.30
103581,20/03/2024,P04,HOME,South,7,224.00
103629,2024-05-07,P01,electronics,West,1,24.99
102554,03 Oct 2024,P07,ELECTRONICS,North,3,$237.00
100570,24/10/2024,P03,STATIONERY,West,6,$25.20
103603,2024-07-21,P05,home,South,4,59.00
100768,06/07/2024,P08,stationery,South,6,$38.40
104211,05-02-2024,P03,stationery,East,2,$8.40
102167,2024-08-08,P06,home,East,7,58.10
104668,17/12/2024,P03,STATIONERY,North,6,$25.20
104692,18 Apr 2024,P03,stationery,North,3,12.60
102610,10/07/2024,P08,stationery,East,7,44.80
103593,2024-02-04,P05,home,North,3,$44.25
103303,09-20-2024,P08,STATIONERY, South ,2,$12.80
102574,19/11/2024,P04,home,West,3,96.00
104912,11-29-2024,P08,stationery,East,7,$44.80
103242,2024-06-10,P06,home,South,3,
100614,05-04-2024,P06,home,East,3,$24.90
102434,05/12/2024,P05,home,West,2,$29.50
101161,12-13-2024,P06,HOME,North,2,16.60
100827,06-07-2024,P03,stationery,West,2,$8.40
103390,07/07/2024,P04,home,South,3,$96.00
104311,2024-12-26,P03,stationery, West ,2,$8.40
103599,2024-02-22,P04,home,North,7,$224.00
101249,13 Sep 2024,P02,ELECTRONICS ,,1,9.50
102958,09/08/2024,P06,home,North,5,$41.50
100290,2024-09-17,P06,HOME,East,4,$33.20
100226,05-30-2024,P08,stationery,South,1,6.40
104977,08-09-2024,P04,HOME,West,5,$160.00
100741,19/02/2024,P08,STATIONERY,West,7,44.80
104596,20/12/2024,P07,ELECTRONICS,North,6,474.00
101799,02-06-2024,P05,home,East,3,$44.25
101706,10/10/2024,P06,home,West,3,$24.90
100961,16/04/2024,P01,ELECTRONICS, North ,7,174.93
102414,28/08/2024,P06,HOME, East ,3,$24.90
104727,2024-12-19,P02,ELECTRONICS,South,3,$28.50
104702,12 Jun 2024,P02,electronics,East,6,$57.00
100075,01-02-2024,P01,ELECTRONICS,West,5,124.95
103919,02 Jul 2024,P04,home,South,3,$96.00
100411,2024-01-15,P02,electronics,South,2,19.00
100401,2024-10-23,P02,electronics,South,7,66.50
104510,27/01/2024,P07,electronics,East,2,158.00
102516,17 Sep 2024,P04,home,West,7,$224.00
104800,2024-03-08,P07,electronics,North,3,$237.00
102965,03-26-2024,P08,stationery,North,1,6.40
102482,2024-12-11,P06,HOME,East,5,$41.50
101196,2024-04-05,P01,electronics,East,2,49.98
102155,09-10-2024,P04,HOME, East ,5,$160.00
103148,2024-04-02,P06,home,North,7,58.10
103891,16/02/2024,P03,stationery,West,5,21.00
103308,08-20-2024,P08,stationery,East,2,$12.80
101835,22 Dec 2024,P06,home,South,6,49.80
100463,20 Sep 2024,P03,STATIONERY,South,6,$25.20
103597,31/10/2024,P01,electronics,South,1,24.99
101492,11-16-2024,P08,stationery,South,7,$44.80
103628,2024-04-23,P04,home,East,7,224.00
101149,08-31-2024,P04,home,West,1,32.00
100773,11-17-2024,P03,STATIONERY,West,1,4.20
101760,2024-08-26,P07,electronics,South,7,$553.00
100838,01 Jun 2024,P02,electronics,South,7,$66.50
100567,07-08-2024,P04,home,South,2,64.00
102252,2024-02-02,P03,stationery,South,2,8.40
101988,08 Jun 2024,P03,stationery,South,4,16.80
104979,2024-06-01,P01,electronics, North ,3,74.97
104171,27 Nov 2024,P05,HOME,West,5,73.75
104533,02 May 2024,P04,home, West ,3,$96.00
102416,06 Apr 2024,P06,HOME,East,7,58.10
101171,30 Oct 2024,P08,STATIONERY ,West,3,19.20
101628,09-30-2024,P08,stationery,East,7,$44.80
100324,24 Oct 2024,P02,electronics,North,7,66.50
104924,2024-08-06,P05,HOME, West ,4,59.00
104409,28 Apr 2024,P02,electronics, South ,7,66.50
102225,2024-04-18,P01,electronics,South,5,$124.95
100832,03-27-2024,P03,STATIONERY,West,1,4.20
101308,2024-11-10,P05,home,North,2,29.50
101166,2024-04-10,P03,STATIONERY,,1,$4.20
100336,17 May 2024,P05,home,North,4,$59.00
104035,12-04-2024,P03,stationery,East,2,8.40
100540,2024-06-26,P01,electronics,East,7,174.93
101264,02 Jul 2024,P05,home,North,5,$73.75
101794,12 Feb 2024,P03,stationery,South,2,8.40
103832,2024-03-26,P04,home,East,6,$192.00
103696,03-18-2024,P05,home, West ,3,44.25
102848,08/05/2024,P04,home,South,7,$224.00
104349,2024-05-12,P04,HOME ,North,4,128.00
101235,22/02/2024,P08,STATIONERY,East,4,25.60
100984,2024-04-25,P06,home,East,6,$49.80
103137,17 Jun 2024,P01,ELECTRONICS,West,7,174.93
100107,21 May 2024,P08,stationery,South,5,32.00
103422,08-17-2024,P03,stationery,West,1,$4.20
104285,11 Sep 2024,P03,STATIONERY,West,7,$29.40
103762,28/06/2024,P02,electronics,East,4,38.00
100468,20/02/2024,P01,ELECTRONICS,North,2,49.98
101355,2024-08-05,P01,ELECTRONICS,North,4,99.96
102253,11-13-2024,P06,home,South,7,58.10
101159,2024-03-19,P02,electronics,North,4,
103478,15/09/2024,P01,electronics,West,5,
103887,23 Jun 2024,P04,home,East,6,$192.00
103875,01 Apr 2024,P04,HOME,South,3,96.00
104406,2024-03-04,P06,home,East,6,$49.80
102913,03 Dec 2024,P03,stationery,North,4,$16.80
104276,16/10/2024,P08,stationery,West,1,6.40
101255,02-12-2024,P08,stationery,South,5,$32.00
100318,02/03/2024,P01,ELECTRONICS,North,5,$124.95
103595,04 Dec 2024,P04,home,East,6,192.00
104181,25/08/2024,P05,HOME,East,1,$14.75
102874,28 Jul 2024,P06,home, West ,4,$33.20
104763,29/09/2024,P08,STATIONERY,North,3,$19.20
101699,2024-01-30,P07,ELECTRONICS,East,3,237.00
104621,21/03/2024,P07,ELECTRONICS,South,3,$237.00
101505,07-04-2024,P01,electronics ,East,5,$124.95
102824,05 Aug 2024,P02,electronics,South,7,66.50
100026,27 Dec 2024,P01,electronics,East,3,$74.97
100897,2024-07-21,P02,ELECTRONICS,East,5,$47.50
101179,31 Aug 2024,P02,electronics , West ,6,$57.00
103720,02/01/2024,P06,home,South,2,$16.60
101914,27/06/2024,P04,HOME, South ,3,$96.00
101206,07-11-2024,P01,electronics,West,4,$99.96
104594,08/06/2024,P06,home,West,5,$41.50
101495,2024-01-05,P08,STATIONERY,South,1,6.40
101885,13/12/2024,P07,electronics,North,2,158.00
103079,01-30-2024,P01,ELECTRONICS,South,3,74.97
100723,2024-07-11,P02,ELECTRONICS ,South,3,28.50
100430,20/04/2024,P08,STATIONERY,West,7,44.80
102834,03 Mar 2024,P08,stationery,North,2,$12.80
104807,2024-12-07,P05,HOME,North,5,$73.75
102412,31/03/2024,P08,stationery,North,4,25.60
101296,14/02/2024,P06,HOME, North ,5,41.50
104442,15/09/2024,P02,electronics,North,3,$28.50
103445,2024-10-12,P04,home,South,6,192.00
104954,2024-08-12,P06,home,,7,58.10
102821,09-29-2024,P02,electronics,South,7,$66.50
100660,14/07/2024,P07,electronics,North,5,$395.00
100335,28/08/2024,P05,HOME,South,3,$44.25
103564,09-11-2024,P06,home,South,2,16.60
100076,13/08/2024,P01,ELECTRONICS,West,7,$174.93
104631,04/07/2024,P03,STATIONERY,North,3,12.60
104645,03-03-2024,P02,electronics,North,7,$66.50
102342,13 Apr 2024,P02,electronics,North,5,$47.50
102150,12-16-2024,P06,home,South,5,41.50
101392,26/03/2024,P03,stationery,South,3,$12.60
100013,01-02-2024,P01,electronics,West,3,74.97
102152,04 Nov 2024,P03,stationery,West,4,16.80
103970,16 Oct 2024,P02,electronics ,West,4,$38.00
104636,2024-03-26,P01,ELECTRONICS,West,4,99.96
103885,11-23-2024,P06,home,North,6,$49.80
104635,14 Sep 2024,P08,stationery,North,3,19.20
103976,2024-02-27,P05,HOME,West,6,88.50
102038,2024-09-09,P06,home, North ,7,$58.10
100846,25 Sep 2024,P07,electronics ,North,4,316.00
100108,08-06-2024,P08,stationery,South,5,$32.00
102781,18/10/2024,P08,stationery,East,7,44.80
100940,23/11/2024,P02,ELECTRONICS , East ,3,28.50
104489,25/09/2024,P01,electronics,West,4,$99.96
102870,2024-09-21,P02,electronics,East,5,$47.50
101504,2024-03-30,P01,electronics,West,3,$74.97
104748,14 Jun 2024,P02,electronics,North,7,$66.50
102627,08-29-2024,P01,ELECTRONICS,West,6,149.94
104729,05 Oct 2024,P08,stationery,East,6,38.40
104874,31 Oct 2024,P04,HOME,East,4,128.00
104102,10/04/2024,P06,home,South,5,$41.50
102278,14/04/2024,P04,HOME,South,6,192.00
104232,05-10-2024,P02,ELECTRONICS, South ,7,$66.50
100426,19/04/2024,P02,ELECTRONICS,South,2,$19.00
100093,03 Feb 2024,P08,stationery,South,7,$44.80
101101,2024-06-10,P04,HOME,East,4,128.00
104099,2024-01-02,P03,stationery,South,4,16.80
103544,04 Dec 2024,P03,STATIONERY,South,2,8.40
103813,2024-07-11,P02,ELECTRONICS,West,4,$38.00
101413,31 Jul 2024,P04,home,South,4,
101244,04 Oct 2024,P02,ELECTRONICS,North,5,47.50
100158,2024-04-12,P07,ELECTRONICS,East,7,553.00
100919,2024-05-18,P01,electronics,West,2,49.98
101956,31/07/2024,P04,home,North,7,224.00
103488,09/11/2024,P07,electronics, South ,4,316.00
100212,01-22-2024,P02,electronics,East,3,28.50
104706,07 Jul 2024,P07,electronics,North,3,237.00
101350,2024-10-19,P05,home,East,2,$29.50
104323,15/02/2024,P06,home,North,7,58.10
103876,28 Apr 2024,P05,home, West ,1,$14.75
101294,22 Feb 2024,P06,home,East,7,$58.10
101485,01 Oct 2024,P01,electronics,East,2,$49.98
104607,16/04/2024,P04,home,North,2,64.00
101646,16/01/2024,P07,electronics,North,3,$237.00
100455,18 Aug 2024,P05,HOME,East,1,14.75
103948,2024-03-07,P05,home,East,5,73.75
103741,2024-10-27,P02,electronics,East,3,$28.50
102124,22 Oct 2024,P03,stationery, North ,4,16.80
100086,12-09-2024,P07,electronics,South,3,$237.00
100680,02-10-2024,P08,stationery,East,2,12.80
101183,27 Jul 2024,P08,STATIONERY,South,6,38.40
103548,2024-02-12,P08,stationery,East,4,25.60
101015,18 Jul 2024,P02,electronics,North,3,$28.50
104930,2024-02-25,P05,home, South ,2,$29.50
104151,2024-02-08,P08,STATIONERY,South,4,$25.60
101776,2024-09-04,P06,home,North,7,58.10
103159,09/12/2024,P03,stationery ,West,4,16.80
102954,29 Mar 2024,P05,home,North,1,$14.75
101081,02 Dec 2024,P01,ELECTRONICS ,West,3,74.97
100787,25 Sep 2024,P05,home,North,6,88.50
102581,2024-07-21,P01,electronics,North,1,$24.99
103324,03 Jun 2024,P03,stationery,West,2,8.40
103748,12/06/2024,P06,HOME,South,7,58.10
103073,06-19-2024,P06,HOME,North,4,$33.20
